Titre,Localisation,Prix,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,ABS,Airbags,CD/MP3/Bluetooth,Caméra de recul,Climatisation,ESP,Jantes aluminium,Limiteur de vitesse,Ordinateur de bord,Radar de recul,Régulateur de vitesse,Sièges cuir,Système de navigation/GPS,Toit ouvrant,Verrouillage centralisé à distance,Vitres électriques
Golf 6 Manuel,"Al Kodia, El Jadida",113 000 DH,2013,Manuelle,Diesel,190 000 - 199 999,Volkswagen,Golf 7,5.0,WW au Maroc,Non,6 CV,Excellent,True,True,True,False,True,True,True,True,False,False,True,False,False,False,True,True
renault 19 diesel diwana 99,"Assaka, Agadir",33 000 DH,1989,Manuelle,Diesel,450 000 - 499 999,Renault,19,5.0,Dédouanée,Non,7 CV,Très bon,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
fiat UNO DIESEL 2001,"Hamria, Meknès",23 000 DH,2001,Manuelle,Diesel,100 000 - 109 999,Fiat,Uno,5.0,WW au Maroc,Non,7 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Toyota RAV 4 Diesel Manuelle 2010 à Martil,"Toute la ville, Martil",94 996 DH,2010,Manuelle,Diesel,25 000 - 29 999,Toyota,RAV 4,5.0,,Oui,8 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fiat,"Autre secteur, Meknès",29 000 DH,1998,Manuelle,Essence,250 000 - 299 999,Fiat,Siena,5.0,WW au Maroc,Non,7 CV,Bon,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
daewoo tico 1999,"Said Hajji, Salé",12 000 DH,1999,Manuelle,Essence,130 000 - 139 999,Daewoo,Matiz,5.0,Dédouanée,Non,5 CV,Correct,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
volvo S90 D5 inscription tres bonne etat,"Najmat Al Janoub, El Jadida",340 000 DH,2018,Automatique,Diesel,110 000 - 119 999,Volvo,S90,,WW au Maroc,,8 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Touareg v6,"Autre secteur, Casablanca",95 000 DH,2009,Automatique,Diesel,25 000 - 29 999,Volkswagen,Touareg,5.0,,Non,12 CV,Excellent,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True
Renault Clio Diesel Manuelle 2021 à Tanger,"Autre secteur, Tanger",180 000 DH,2021,Manuelle,Diesel,40 000 - 44 999,Renault,Clio,,,Oui,6 CV,Excellent,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True
Ford focus,"Errahma, Casablanca",72 000 DH,2008,Manuelle,Diesel,190 000 - 199 999,Ford,Focus,5.0,WW au Maroc,Oui,7 CV,Très bon,True,True,True,False,True,True,True,True,False,False,True,False,True,False,True,True
Dacia Logan,"Toute la ville, Berrechid",75 000 DH,2016,Manuelle,Diesel,180 000 - 189 999,Dacia,Logan,5.0,WW au Maroc,Oui,6 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True
Renault Clio essence,"Hay Laymouna, Casablanca",67 000 DH,2008,Manuelle,Essence,150 000 - 159 999,Renault,Clio,5.0,WW au Maroc,Non,7 CV,Bon,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True
Ford Mondeo Diesel Manuelle 2010 à Béni Mellal,"Toute la ville, Béni Mellal",72 000 DH,2010,Manuelle,Diesel,250 000 - 299 999,Ford,Mondeo,5.0,WW au Maroc,Non,8 CV,Excellent,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True
Seat Exeo Diesel Automatique 2012 à Rabat,"Agdal, Rabat",110 000 DH,2012,Automatique,Diesel,190 000 - 199 999,Seat,Exeo,5.0,WW au Maroc,Oui,8 CV,Excellent,True,True,True,False,True,False,True,True,True,False,True,True,True,False,False,True
Citroën c3,"Bouskoura centre, Bouskoura",155 000 DH,2022,Manuelle,Diesel,50 000 - 54 999,Citroen,C3,5.0,WW au Maroc,Oui,6 CV,Neuf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Volkswagen golf 4 diesel,"Bettana, Salé",820 000 DH,2001,Manuelle,Diesel,400 000 - 449 999,Volkswagen,Golf 4,5.0,Dédouanée,Non,8 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"ix35 hyundai a vendre, a casa","Ben M'sick, Casablanca",163 000 DH,2011,Automatique,Diesel,160 000 - 169 999,Hyundai,ix35,5.0,WW au Maroc,Non,8 CV,Excellent,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
سيارة مرسيدس 190,"Toute la ville, Al Hoceima",77 000 DH,1992,Manuelle,Diesel,200 000 - 249 999,Mercedes-Benz,190,3.0,,Oui,8 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Audi Q3 Diesel Automatique 2014 à Casablanca,"Sidi Bernoussi, Casablanca",240 000 DH,2014,Automatique,Diesel,200 000 - 249 999,Audi,Q3,5.0,Dédouanée,Non,7 CV,Excellent,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True
hounday mlih,"Sbata, Meknès",168 000 DH,2017,Manuelle,Diesel,100 000 - 109 999,Hyundai,H-100,3.0,WW au Maroc,Non,9 CV,Excellent,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True
hyundai accent,"Achennad, Tanger",116 000 DH,2019,Manuelle,Diesel,150 000 - 159 999,Hyundai,Accent,5.0,WW au Maroc,Non,5 CV,Excellent,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False
Renault R9,"Marjane 2, Meknès",10 700 DH,1984,Manuelle,Essence,25 000 - 29 999,Renault,R9,5.0,Dédouanée,,7 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Opel Astra j essence 1.4,"Sala El Jadida, Salé",65 000 DH,2010,Manuelle,Essence,200 000 - 249 999,Opel,Astra,5.0,WW au Maroc,Non,8 CV,Bon,True,True,True,True,True,False,True,True,False,False,True,False,False,False,True,True
سيارة للبيع,"Centre Ville, Casablanca",890 000 DH,2024,Automatique,Diesel,15 000 - 19 999,Volkswagen,Tiguan,5.0,Dédouanée,Non,27 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fiat Punto,"Maarif, Casablanca",175 000 DH,2014,Manuelle,Diesel,90 000 - 94 999,Fiat,Punto,5.0,WW au Maroc,Non,4 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mercedes-Benz 220 Diesel Automatique 2013,"Belvédère, Casablanca",210 000 DH,2013,Automatique,Diesel,200 000 - 249 999,Mercedes-Benz,220,5.0,Dédouanée,Oui,6 CV,Excellent,True,True,True,False,True,False,True,True,False,False,True,True,False,False,True,True
volkswagen,"Centre Ville, Casablanca",540 000 DH,2024,Automatique,Diesel,15 000 - 19 999,Volkswagen,Golf 8,5.0,Dédouanée,Non,8 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
أودي أ 4 model 2002 diwana 2007,"Aarid, Nador",57 000 DH,2002,Manuelle,Diesel,15 000 - 19 999,Audi,A4,5.0,Dédouanée,Non,8 CV,Bon,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
Mercedes-Benz 220 Diesel Automatique 2013,"Belvédère, Casablanca",210 000 DH,2013,Automatique,Diesel,200 000 - 249 999,Mercedes-Benz,220,5.0,Dédouanée,Oui,6 CV,Excellent,True,True,True,False,True,False,True,True,False,False,True,True,False,False,True,True
volkswagen,"Centre Ville, Casablanca",540 000 DH,2024,Automatique,Diesel,15 000 - 19 999,Volkswagen,Golf 8,5.0,Dédouanée,Non,8 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
أودي أ 4 model 2002 diwana 2007,"Aarid, Nador",57 000 DH,2002,Manuelle,Diesel,15 000 - 19 999,Audi,A4,5.0,Dédouanée,Non,8 CV,Bon,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
Peugeot 307 Diesel Manuelle 2001 à Salé,"Hay Karima, Salé",55 000 DH,2001,Manuelle,Diesel,130 000 - 139 999,Peugeot,307,5.0,WW au Maroc,Non,8 CV,Excellent,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True
Kia Picanto,"Toute la ville, Ben Guerir",50 000 DH,2005,Manuelle,Essence,150 000 - 159 999,Kia,Picanto,5.0,WW au Maroc,Non,4 CV,Correct,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Toyota Yaris,"Toute la ville, Berrechid",60 000 DH,2011,Manuelle,Essence,130 000 - 139 999,Toyota,Yaris,5.0,WW au Maroc,Non,5 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Land Rover Range Rover Evoque Diesel Automatique,"La Gironde, Casablanca",195 000 DH,2015,Automatique,Diesel,150 000 - 159 999,Land Rover,Range Rover Evoque,5.0,WW au Maroc,Non,8 CV,Très bon,False,True,True,False,True,False,True,True,False,True,True,False,True,False,False,True
peugeot 208 diesel,"Founty, Agadir",158 000 DH,2022,Manuelle,Diesel,55 000 - 59 999,Peugeot,208,5.0,WW au Maroc,Oui,6 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True
vendre Clio 4,"Branes 1, Tanger",100 500 DH,2019,Manuelle,Diesel,150 000 - 159 999,Renault,Clio,5.0,,Oui,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Opel Corsa,"Autre secteur, Rabat",110 000 DH,2018,Manuelle,Essence,45 000 - 49 999,Opel,Corsa,5.0,WW au Maroc,Oui,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
vendre Clio 4 modèle 2019,"Branes 1, Tanger",100 500 DH,2019,Manuelle,Diesel,150 000 - 159 999,Renault,Clio,5.0,Pas encore dédouanée,Oui,6 CV,Très bon,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,False
Volkswagen Golf 4 Diesel Manuelle 2001 à Agadir,"Assaka, Agadir",66 000 DH,2001,Manuelle,Diesel,300 000 - 349 999,Volkswagen,Golf 4,3.0,Dédouanée,Non,8 CV,Excellent,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True
vendre Clio 4,"Branes 1, Tanger",100 500 DH,2019,Manuelle,Diesel,150 000 - 159 999,Renault,Clio,5.0,Pas encore dédouanée,Oui,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hyundai santafe khasha skolete,"Agdal, Marrakech",42 500 DH,2010,Manuelle,Diesel,190 000 - 199 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,8 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mercedes GLC 250 4matic amg line,"El Haouzia, Kénitra",470 000 DH,2017,Automatique,Diesel,200 000 - 249 999,Mercedes-Benz,Classe GLC,5.0,Dédouanée,Non,9 CV,Neuf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
opel insegnia,"Mimosas, Mohammedia",110 000 DH,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mercedes-Benz 190 Diesel Manuelle 1992 à Rabat,"Médina de Rabat, Rabat",68 000 DH,1992,Manuelle,Diesel,25 000 - 29 999,Mercedes-Benz,190,5.0,Dédouanée,Oui,8 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Peugeot 3008 Diesel Manuelle 2012 à Berkane,"Toute la ville, Berkane",103 000 DH,2012,Manuelle,Diesel,170 000 - 179 999,Peugeot,3008,5.0,WW au Maroc,,6 CV,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
caddy n9iya,"Toute la ville, Inzegan",225 000 DH,2023,Manuelle,Diesel,70 000 - 74 999,Volkswagen,Caddy,5.0,,Oui,8 CV,Neuf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hyundai ix 35 Diesel Automatique 2011 à Casablanca,"Ben M'sick, Casablanca",163 000 DH,2011,Automatique,Diesel,160 000 - 169 999,Hyundai,ix35,5.0,WW au Maroc,Non,8 CV,Excellent,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
toyota CHR excellent,"Toute la ville, Laâyoune",270 000 DH,2023,Automatique,Hybride,5 000 - 9 999,Toyota,C-HR,5.0,WW au Maroc,Oui,6 CV,Excellent,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True
Clio 4 2018,"Toute la ville, Deroua",102 000 DH,2018,Manuelle,Diesel,160 000 - 169 999,Renault,Clio,5.0,,Non,6 CV,Bon,True,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True
Fiat Uno Essence Manuelle 1996 à Salé,"Hay Rahma, Salé",27 000 DH,1996,Manuelle,Essence,250 000 - 299 999,Fiat,Uno,5.0,WW au Maroc,Non,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Opel Adam,"Hay Salam, Agadir",90 000 DH,2015,Manuelle,Essence,0 - 4 999,Opel,Adam,,,,7 CV,Excellent,False,False,False,False,True,False,True,False,True,False,False,False,True,True,True,True
Toyota corolla,"Autre secteur, Rabat",35 000 DH,2001,,Essence,5 000 - 9 999,Toyota,Corolla,5.0,,,,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Touareg v6 pull main,"Hassan, Rabat",118 000 DH,2011,Automatique,Diesel,15 000 - 19 999,Volkswagen,Touareg,5.0,WW au Maroc,Non,12 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jeep Grand Cherokee Diesel Automatique 2010,"Hay Riad, Rabat",77 000 DH,2010,Automatique,Diesel,350 000 - 399 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Oui,15 CV,Correct,False,True,False,False,True,False,True,True,False,True,True,True,False,False,False,True
BMW X1 Diesel Automatique 2023 à Rabat,"Hay Riad, Rabat",430 000 DH,2023,Automatique,Diesel,25 000 - 29 999,BMW,X1,5.0,WW au Maroc,Oui,8 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Volvo S90,"Sala El Jadida, Salé",25 000 DH,1990,Automatique,Essence,110 000 - 119 999,Volvo,S90,5.0,WW au Maroc,Non,10 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Megane 4,"Fès Médina, Fès",140 000 DH,2018,Manuelle,Diesel,75 000 - 79 999,Renault,Megane,5.0,WW au Maroc,Non,6 CV,Neuf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Citroën c50,"Aïn Chock, Casablanca",50 000 DH,2010,Automatique,Diesel,10 000 - 14 999,Citroen,C5,5.0,WW au Maroc,,11 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Citroën C4 2015,"Amal, Mohammedia",105 000 DH,2015,Manuelle,Diesel,200 000 - 249 999,Citroen,C4,5.0,WW au Maroc,Non,6 CV,Excellent,True,True,True,False,True,False,True,True,False,False,True,False,False,False,True,True
Toyota Corolla Diesel Manuelle 2005 à Casablanca,"Errahma, Casablanca",60 000 DH,2005,Manuelle,Diesel,400 000 - 449 999,Toyota,Corolla,5.0,WW au Maroc,Non,8 CV,Correct,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True
Seat,"2 Mars, Casablanca",95 000 DH,2010,Automatique,Diesel,10 000 - 14 999,Seat,Leon,5.0,WW au Maroc,Non,8 CV,Excellent,False,False,True,False,True,True,True,True,False,True,True,False,False,False,True,True
Renault Clio Essence Manuelle 1999 à Tétouan,"Ziana, Tétouan",40 000 DH,1999,Manuelle,Essence,300 000 - 349 999,Renault,Clio,5.0,WW au Maroc,Non,7 CV,Très bon,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
Peugeot 309 Diesel Manuelle 1987 à Sidi Slimane,"Toute la ville, Sidi Slimane",22 000 DH,1987,Manuelle,Diesel,35 000 - 39 999,Peugeot,309,5.0,WW au Maroc,Non,7 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mercedes E 220,"Mèdina, Meknès",140 000 DH,2009,Automatique,Diesel,180 000 - 189 999,Mercedes-Benz,220,5.0,Dédouanée,Non,9 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
voiture Peugeot 306,"Errahma, Casablanca",48 000 DH,2001,Manuelle,Diesel,200 000 - 249 999,Peugeot,306,5.0,Dédouanée,Non,7 CV,Très bon,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True
Renault Megane 3 Diesel Manuelle 2009 à Casablanca,"Ben M'sick, Casablanca",88 500 DH,2009,Manuelle,Diesel,250 000 - 299 999,Renault,Megane,5.0,Dédouanée,Non,6 CV,Bon,True,True,True,False,True,False,False,True,False,False,True,False,False,False,True,True
Dacia Logan,"Toute la ville, Ouazzane",55 000 DH,2011,Manuelle,Essence,190 000 - 199 999,Dacia,Logan,5.0,WW au Maroc,Non,8 CV,Très bon,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Volkswagen Passat Diesel Manuelle 2018,"Hay Hassani, Casablanca",175 000 DH,2018,Manuelle,Diesel,60 000 - 64 999,Volkswagen,Passat,5.0,WW au Maroc,Oui,8 CV,Très bon,True,True,True,False,True,True,True,True,True,False,True,False,False,False,True,True
Opel crossland 1 er main,"Mont fleuri, Fès",159 000 DH,2021,Manuelle,Diesel,70 000 - 74 999,Opel,Crossland,5.0,WW au Maroc,Oui,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hyundai i30,"Toute la ville, Sefrou",250 000 DH,2022,Manuelle,Diesel,30 000 - 34 999,Hyundai,i30,5.0,WW au Maroc,Oui,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Peugeot 206,"Alouane, Settat",60 000 DH,2012,Manuelle,Essence,120 000 - 129 999,Peugeot,206,5.0,WW au Maroc,,6 CV,Très bon,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True
فياط باليو ديزل يدوي 2002 في المحمدية,"Al Qods, Mohammedia",29 000 DH,2002,Manuelle,Diesel,5 000 - 9 999,Fiat,Palio,5.0,WW au Maroc,Non,6 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hyundai Accent  2006,"Toute la ville, Dakhla",48 000 DH,2006,Manuelle,Diesel,300 000 - 349 999,Hyundai,Accent,,WW au Maroc,,6 CV,Très bon,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
هيونداي ڭراند إي 10 ب,"Agdal, Rabat",114 000 DH,2018,Automatique,Essence,25 000 - 29 999,Hyundai,i10,5.0,WW au Maroc,Non,6 CV,Excellent,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
Ford Focus Diesel Manuelle 2004 à Mohammedia,"Centre Ville, Mohammedia",53 000 DH,2004,Manuelle,Diesel,20 000 - 24 999,Ford,Focus,5.0,WW au Maroc,Non,7 CV,Excellent,True,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True
Fiat Palio,"Centre Ville, Mohammedia",33 000 DH,2003,Manuelle,Diesel,200 000 - 249 999,Fiat,Palio,5.0,Dédouanée,Non,6 CV,Bon,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Ford Focus Diesel,"Bir Rami Est, Kénitra",156 000 DH,2018,Manuelle,Diesel,200 000 - 249 999,Ford,Focus,5.0,WW au Maroc,Oui,6 CV,Très bon,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,True
Seat Ibiza Diesel Manuelle 2011 à Rabat,"Guich Oudaya, Rabat",88 000 DH,2011,Manuelle,Diesel,150 000 - 159 999,Seat,Ibiza,5.0,WW au Maroc,Non,6 CV,Excellent,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,True
Toyota-corolla 2015,"Toute la ville, Laâyoune",142 000 DH,2015,Manuelle,Diesel,90 000 - 94 999,Toyota,Corolla,5.0,WW au Maroc,,5 CV,Très bon,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True
Belle voiture Nissan Micra,"El Haddada, Kénitra",59 000 DH,2012,Manuelle,Essence,150 000 - 159 999,Nissan,Micra,5.0,WW au Maroc,Non,7 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
renault megan senic,"Toute la ville, Driouch",55 000 DH,1997,Manuelle,Diesel,200 000 - 249 999,Renault,Megane,5.0,Dédouanée,Oui,7 CV,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
فياط باليو,"El Qaria, Salé",27 000 DH,2000,Manuelle,Essence,10 000 - 14 999,Fiat,Palio,5.0,WW au Maroc,Non,7 CV,Très bon,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
Citroen Berlingo 2010 Commerce,"Hay Chmaou, Salé",62 000 DH,2010,Manuelle,Diesel,250 000 - 299 999,Citroen,Berlingo,5.0,WW au Maroc,Non,7 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Clio campus essence,"El Alia, Mohammedia",58 000 DH,2011,,Essence,140 000 - 149 999,Renault,Clio,,,,6 CV,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KIA SORENTO,"Toute la ville, Settat",52 000 DH,2006,Manuelle,Diesel,30 000 - 34 999,Kia,Sorento,5.0,WW au Maroc,Non,10 CV,Très bon,True,True,True,False,True,True,True,False,True,False,False,False,True,True,True,True
Peugeot,"Toute la ville, Tan-Tan",115 000 DH,2012,Automatique,Diesel,200 000 - 249 999,Peugeot,508,,,,8 CV,Très bon,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True
Dacia Sandero,"Hay Salam, Salé",55 000 DH,2010,Manuelle,Essence,170 000 - 179 999,Dacia,Sandero,5.0,WW au Maroc,Non,8 CV,Excellent,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,False
voiture,"Toute la ville, Khouribga",65 000 DH,2004,Manuelle,Diesel,250 000 - 299 999,Toyota,RAV 4,5.0,,Non,8 CV,Bon,False,False,False,False,True,False,True,False,False,False,True,True,False,True,True,False
Ford ka 2012essence,"Al Qods, Casablanca",65 000 DH,2012,Manuelle,Essence,50 000 - 54 999,Ford,Ka,3.0,WW au Maroc,Non,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alfa Romeo 159 Diesel Manuelle 2007 à Casablanca,"Lissasfa, Casablanca",72 000 DH,2007,Manuelle,Diesel,300 000 - 349 999,Alfa Romeo,159,5.0,WW au Maroc,Non,10 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dacia dokker,"Ain Sebaa, Casablanca",128 000 DH,2020,Manuelle,Diesel,100 000 - 109 999,Dacia,Dokker,5.0,WW au Maroc,Non,6 CV,Très bon,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
Ford focus,"Médina de Rabat, Rabat",180 000 DH,2018,Manuelle,Diesel,90 000 - 94 999,Ford,Focus,,WW au Maroc,Non,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Renault Clio,"Ain Sebaa, Casablanca",120 000 DH,2019,Manuelle,Diesel,75 000 - 79 999,Renault,Clio,5.0,WW au Maroc,Oui,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fiat doblo,"Toute la ville, Ain Legdah",85 000 DH,2017,Manuelle,Diesel,250 000 - 299 999,Fiat,Doblo,5.0,WW au Maroc,Non,5 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mercedes-Benz 220 Diesel Manuelle 1994 à Rabat,"Médina de Rabat, Rabat",38 000 DH,1994,Manuelle,Diesel,100 000 - 109 999,Mercedes-Benz,220,5.0,Dédouanée,Non,9 CV,Excellent,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True
Jeep overland Automatique 2017,"Aïn Chock, Casablanca",184 000 DH,2017,Automatique,Diesel,130 000 - 139 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Non,12 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Citroën C3 Diesel,Rabat,156 000 DH,2021,,Diesel,160 000 - 169 999,Citroen,C3,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mercedes-Benz 220,"Autre secteur, Agadir",270 000 DH,2015,Automatique,Diesel,200 000 - 249 999,Mercedes-Benz,220,5.0,Dédouanée,Oui,9 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Peugeot 405,"Toute la ville, Laâyoune",14 000 DH,1990,Manuelle,Essence,5 000 - 9 999,Peugeot,405,5.0,WW au Maroc,Non,8 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
slm je vx vend,"Ain Sebaa, Casablanca",135 000 DH,2016,Manuelle,Diesel,65 000 - 69 999,Peugeot,308,,,,6 CV,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Volkswagen Tiguan,"Hay Essalam, El Jadida",320 000 DH,2021,Automatique,Diesel,150 000 - 159 999,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True
Volkswagen Tiguan Diesel Automatique 2018 à Agadir,"Centre Ville, Agadir",240 000 DH,2018,Automatique,Diesel,90 000 - 94 999,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
clio,"Kouilma, Tétouan",25 000 DH,1996,Manuelle,Essence,0 - 4 999,Renault,Clio,3.0,Pas encore dédouanée,Oui,8 CV,Excellent,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
galloper,"Toute la ville, Béni Mellal",30 000 DH,2002,Manuelle,Diesel,160 000 - 169 999,Hyundai,Galloper,5.0,WW au Maroc,Non,10 CV,Très bon,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
hyoundai accent,"Toute la ville, Martil",56 000 DH,2006,Manuelle,Diesel,110 000 - 119 999,Hyundai,Accent,5.0,WW au Maroc,Non,6 CV,Très bon,True,True,True,False,True,False,False,True,False,False,False,True,False,False,True,True
renault r5,"Hay Essalam, El Jadida",12 000 DH,1986,Manuelle,Essence,0 - 4 999,Renault,R5,5.0,WW au Maroc,Non,6 CV,Bon,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Skoda Kamiq Diesel Manuelle 2021 à Agadir,"Amicales, Agadir",230 000 DH,2021,Manuelle,Diesel,40 000 - 44 999,Skoda,Kamiq,5.0,WW au Maroc,Oui,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fiat Palio Diesel Manuelle 2001 à Ait Melloul,"Toute la ville, Ait Melloul",30 000 DH,2001,Manuelle,Diesel,35 000 - 39 999,Fiat,Palio,5.0,WW au Maroc,Non,7 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
citroen c4 essences model 2012 bon état,"Toute la ville, El Outia",77 000 DH,2012,Manuelle,Essence,85 000 - 89 999,Citroen,C4,5.0,WW au Maroc,Non,8 CV,Excellent,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True
Golf 5,"Azli, Marrakech",73 000 DH,2006,Manuelle,Diesel,300 000 - 349 999,Volkswagen,Golf 5,3.0,Dédouanée,Non,8 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mini Clubman Diesel Automatique 2017 à Casablanca,"Almaz, Casablanca",145 000 DH,2017,Automatique,Diesel,160 000 - 169 999,Mini,Clubman,5.0,WW au Maroc,Oui,8 CV,Bon,True,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True
